,Date,Name,Year,Letterboxd URI,Rating,Watched Date
25,2020-05-02,Painted Fire,2002.0,https://boxd.it/17w0WJ,3.5,2020-03-28
26,2020-05-02,Three Colours: Blue,1993.0,https://boxd.it/17w1QH,4.0,2020-03-31
27,2020-05-02,Three Colours: White,1994.0,https://boxd.it/17w2BD,3.5,2020-04-02
28,2020-05-02,Three Colours: Red,1994.0,https://boxd.it/17w2aH,4.0,2020-04-04
29,2020-05-02,Frantz,2016.0,https://boxd.it/17w3GJ,4.0,2020-04-07
30,2020-05-02,Bacurau no Mapa,2019.0,https://boxd.it/17vf2f,2.0,2020-04-11
31,2020-05-02,Love Songs,2007.0,https://boxd.it/17w47Z,1.0,2020-04-11
32,2020-05-02,Donnie Darko,2001.0,https://boxd.it/17vc2h,2.0,2020-04-14
33,2020-05-02,Rome Open City,1945.0,https://boxd.it/17w56X,3.0,2020-04-14
34,2020-05-02,The Impassive Muse,2011.0,https://boxd.it/17vSE3,3.0,2020-04-15
35,2020-05-02,Lulu's Dream,2010.0,https://boxd.it/17vR3F,3.0,2020-04-16
36,2020-05-02,Aluga-se,2012.0,https://boxd.it/17vRe9,3.0,2020-04-16
37,2020-05-02,Nostalgia,1983.0,https://boxd.it/17vjrD,4.0,2020-04-18
38,2020-05-02,Pulp Fiction,1994.0,https://boxd.it/17vbyr,4.0,2020-04-21
39,2020-05-02,A Triste Figura,2018.0,https://boxd.it/17vCkL,2.0,2020-04-22
40,2020-05-02,Um Dia é da Vida o Outro da Morte,2017.0,https://boxd.it/17vDwX,1.0,2020-04-22
41,2020-05-02,A Noite Mais Longa de Minha Vida,2016.0,https://boxd.it/17vQRp,2.0,2020-04-22
42,2020-05-02,The Breakfast Club,1985.0,https://boxd.it/17vb71,0.5,2020-04-23
43,2020-05-02,Casque d'Or,1952.0,https://boxd.it/17w6Pp,4.0,2020-04-25
44,2020-05-02,Praça  Walt Disney,2011.0,https://boxd.it/17vTQ5,2.5,2020-04-26
45,2020-05-02,A Peste da Janice,2007.0,https://boxd.it/17vU05,2.0,2020-04-26
46,2020-05-02,River's memory,2013.0,https://boxd.it/17vUit,2.5,2020-04-27
47,2020-05-02,Julho,2019.0,https://boxd.it/17vUuf,1.5,2020-04-27
48,2020-05-02,Coração É Terra que Ninguém Vê,2018.0,https://boxd.it/17vVHT,1.0,2020-04-27
49,2020-05-02,Moonlight,2016.0,https://boxd.it/17wad5,4.5,2020-04-29
50,2020-05-02,Tous les rêves du monde,2017.0,https://boxd.it/17w7DJ,3.0,2020-04-30
51,2020-05-02,Summer Ball,2019.0,https://boxd.it/17vW5r,4.0,2020-05-01
52,2020-05-02,The Most Beloved,2019.0,https://boxd.it/17vWCb,2.0,2020-05-01
53,2020-05-03,A Mulher que Sou,2019.0,https://boxd.it/17AYYt,2.0,2020-05-02
54,2020-05-03,Tea for Two,2018.0,https://boxd.it/17BFzh,0.5,2020-05-02
55,2020-05-03,I don't live here anymore,2019.0,https://boxd.it/17BO9x,4.0,2020-05-02
56,2020-05-03,Livro e Meio,2019.0,https://boxd.it/17BX4V,4.0,2020-05-02
57,2020-05-03,Só Sei Que Foi Assim,2019.0,https://boxd.it/17Ckgv,3.0,2020-05-02
58,2020-05-03,Duda,2019.0,https://boxd.it/17CyWv,2.0,2020-05-02
59,2020-05-04,Avoada,2019.0,https://boxd.it/17KgTJ,2.0,2020-05-03
60,2020-05-04,Name of Baptism — Frances,2019.0,https://boxd.it/17Kh5Z,2.0,2020-05-03
61,2020-05-04,A Profundidade da Areia,2019.0,https://boxd.it/17KH0r,2.0,2020-05-03
62,2020-05-04,Partir,2018.0,https://boxd.it/17KIIf,1.0,2020-05-03
63,2020-05-04,Amnestia,2018.0,https://boxd.it/17KZfT,1.5,2020-05-03
64,2020-05-04,31 de março Brazil,2019.0,https://boxd.it/17L4qR,4.0,2020-05-03
65,2020-05-04,Um Ensaio Sobre Ausência,2018.0,https://boxd.it/17LqrR,1.0,2020-05-03
66,2020-05-05,Le Bonheur,1965.0,https://boxd.it/17Rlsx,4.5,2020-05-04
67,2020-05-06,Sweet Bean,2015.0,https://boxd.it/17ZLTF,3.5,2020-05-04
68,2020-05-06,Nove Águas,2019.0,https://boxd.it/180oYp,2.0,2020-05-05
69,2020-05-06,Frogs,2019.0,https://boxd.it/180rz3,3.0,2020-05-05
70,2020-05-06,Contra-Filé,2019.0,https://boxd.it/180Kt9,4.0,2020-05-05
71,2020-05-06,Being John Malkovich,1999.0,https://boxd.it/1829Vp,2.5,2020-05-05
72,2020-05-09,Legítima Defesa,2017.0,https://boxd.it/18kRvV,3.0,2020-05-06
73,2020-05-09,Buddies,2013.0,https://boxd.it/18lkv1,1.0,2020-05-06
74,2020-05-09,Street of Shame,1956.0,https://boxd.it/18nyox,3.0,2020-05-08
75,2020-05-10,Islands of Heat,2019.0,https://boxd.it/18sxgx,2.0,2020-05-09
76,2020-05-10,O Rabequeiro Maneta e a Fúria da Natureza,2018.0,https://boxd.it/18sxrb,4.0,2020-05-09
77,2020-05-14,Poetic of Clay,2019.0,https://boxd.it/18VolL,1.0,2020-05-09
78,2020-05-11,Diane Has the Right Shape,2017.0,https://boxd.it/18ELC7,4.0,2020-05-10
79,2020-05-12,Marie,2019.0,https://boxd.it/18JJZX,4.0,2020-05-11
80,2020-05-12,A Era de Lareokotô,2019.0,https://boxd.it/18JSx9,3.0,2020-05-11
81,2020-05-12,Mamata,2017.0,https://boxd.it/18KdJP,2.5,2020-05-11
82,2020-05-12,Joderismo,2019.0,https://boxd.it/18Kew3,3.0,2020-05-11
83,2020-05-14,Dela,2018.0,https://boxd.it/18VyfX,3.0,2020-05-12
84,2020-05-14,Céu da Boca,2018.0,https://boxd.it/18VBlJ,3.0,2020-05-12
85,2020-05-14,Rocha,2019.0,https://boxd.it/18VEBF,0.5,2020-05-12
86,2020-05-14,Lolo,2019.0,https://boxd.it/18Xxmn,3.0,2020-05-13
87,2020-05-14,Green Book,2018.0,https://boxd.it/18Zv17,2.5,2020-05-13
88,2020-05-31,Retratos Sobre o Não Ver,2018.0,https://boxd.it/1aSVLz,2.0,2020-05-13
89,2020-05-15,Secrets & Lies,1996.0,https://boxd.it/195zQl,4.5,2020-05-14
90,2020-05-16,Lavender,2019.0,https://boxd.it/198lsP,2.5,2020-05-14
91,2020-05-16,Vivi Wolf and the Magical Room,2019.0,https://boxd.it/198phL,3.5,2020-05-14
92,2020-05-16,Apneia,2019.0,https://boxd.it/198wF1,3.5,2020-05-14
93,2020-05-17,Melancholia,2011.0,https://boxd.it/19jTad,2.5,2020-05-16
94,2020-05-18,Marco,2019.0,https://boxd.it/19qGb7,3.0,2020-05-16
95,2020-05-19,Estranho Animal,2019.0,https://boxd.it/19xieP,1.0,2020-05-16
96,2020-05-19,Planeta Fábrica,2019.0,https://boxd.it/19xsp9,3.0,2020-05-16
97,2020-05-19,As Constituintes de 88,2019.0,https://boxd.it/19A6Ub,3.0,2020-05-16
98,2020-05-19,Bonde,2019.0,https://boxd.it/19AgVt,1.5,2020-05-17
99,2020-05-19,I Bleed,2019.0,https://boxd.it/19Ai9B,3.0,2020-05-17
100,2020-05-20,Tempestade,2019.0,https://boxd.it/19FBix,3.0,2020-05-17
101,2020-05-20,A Ética das Hienas,2019.0,https://boxd.it/19FBvr,1.0,2020-05-17
102,2020-05-20,A Primeira Foto,2019.0,https://boxd.it/19FBBT,2.0,2020-05-17
103,2020-05-20,Jorge,2019.0,https://boxd.it/19FBWn,1.5,2020-05-17
104,2020-05-20,Mona,2019.0,https://boxd.it/19FC9B,3.0,2020-05-17
105,2020-05-20,Angela,2019.0,https://boxd.it/19FCtL,4.0,2020-05-18
106,2020-05-20,Drawing Life,2018.0,https://boxd.it/19FCGb,2.5,2020-05-18
107,2020-05-20,Licença Poética,2019.0,https://boxd.it/19FCQ1,2.5,2020-05-18
108,2020-05-20,Entremarés,2018.0,https://boxd.it/19FCZH,3.0,2020-05-18
109,2020-05-20,Extracts,2019.0,https://boxd.it/19FD7V,2.0,2020-05-18
110,2020-05-20,Sem Asas,2019.0,https://boxd.it/19FDfP,4.0,2020-05-18
111,2020-05-20,BLACKN3SS,2019.0,https://boxd.it/19FDm7,2.0,2020-05-18
112,2020-05-20,The Feather Pillow,2018.0,https://boxd.it/19FDI3,2.0,2020-05-18
113,2020-05-20,Around Copacabana,2020.0,https://boxd.it/19FEph,4.0,2020-05-18
114,2020-05-20,Vento de Sal,2018.0,https://boxd.it/19FDU9,2.0,2020-05-19
115,2020-05-20,Fartura,2019.0,https://boxd.it/19FE4t,5.0,2020-05-19
116,2020-05-20,Resurrection,2019.0,https://boxd.it/19FF7j,3.5,2020-05-19
117,2020-05-20,O Grande Amor de um Lobo,2018.0,https://boxd.it/19FIJb,4.0,2020-05-19
118,2020-05-20,Mia madre,2015.0,https://boxd.it/19FKrD,3.0,2020-05-19
119,2020-05-21,Equinox Flower,1958.0,https://boxd.it/19MNpJ,4.0,2020-05-20
120,2020-05-27,Soul in the Eye,1973.0,https://boxd.it/1atWcv,4.5,2020-05-26
121,2020-05-31,Mission Persephone,2020.0,https://boxd.it/1aTvgn,2.0,2020-05-30
122,2020-05-31,Republic,2020.0,https://boxd.it/1aTSvb,4.5,2020-05-30
123,2020-05-31,Sky Over Water,1978.0,https://boxd.it/1aU4KH,3.5,2020-05-30
124,2020-06-01,The Distance Between Us and the Sky,2019.0,https://boxd.it/1b0EXT,2.0,2020-05-31
125,2020-06-01,Cru,2019.0,https://boxd.it/1b0JvP,1.5,2020-05-31
126,2020-06-01,Circus Person,2020.0,https://boxd.it/1b15EJ,2.5,2020-05-31
127,2020-06-01,Bird Karma,2018.0,https://boxd.it/1b1aUx,2.0,2020-05-31
128,2020-06-01,Marooned,2019.0,https://boxd.it/1b1zDh,3.0,2020-05-31
129,2020-06-01,Bilby,2018.0,https://boxd.it/1b1DjZ,3.0,2020-05-31
130,2020-06-02,And Then the Bear,2019.0,https://boxd.it/1b6xPv,3.0,2020-06-01
131,2020-06-02,Tokyo Story,1953.0,https://boxd.it/1b7MNr,3.0,2020-06-01
132,2020-06-02,PLAGUE INC.,2020.0,https://boxd.it/1b8blx,1.0,2020-06-01
133,2020-06-03,Beatles Electroniques,1969.0,https://boxd.it/1bbJJ5,,2020-06-02
134,2020-06-03,Mona Lisa,1973.0,https://boxd.it/1bbLLR,,2020-06-02
135,2020-06-03,Atman,1975.0,https://boxd.it/1bbTdj,,2020-06-02
136,2020-06-03,The Last Portrait,2016.0,https://boxd.it/1bcG2J,2.0,2020-06-02
137,2020-06-04,Parasite,2019.0,https://boxd.it/1biglH,3.5,2020-06-03
138,2020-06-05,The Girl Who Danced with the Devil,2016.0,https://boxd.it/1bqh8b,3.0,2020-06-04
139,2020-06-11,Foli,2010.0,https://boxd.it/1c44xx,4.0,2020-06-09
140,2020-06-12,Amores Perros,2000.0,https://boxd.it/1cbkjZ,4.0,2020-06-11
141,2020-06-16,Psycho,1960.0,https://boxd.it/1czSIR,4.5,2020-06-15
142,2020-06-16,Paisagem é Narrativa,2020.0,https://boxd.it/1cC4mR,1.5,2020-06-15
143,2020-06-16,Rabbits,2002.0,https://boxd.it/1cCcLF,3.0,2020-06-15
144,2020-06-16,Fire,2015.0,https://boxd.it/1cCghp,1.5,2020-06-15
145,2020-06-17,Querida Mamãe,2017.0,https://boxd.it/1cKTIZ,0.5,2020-06-17
146,2020-06-19,In the Heart of the World,2019.0,https://boxd.it/1cSpVv,2.0,2020-06-18
147,"2020-06-20,Neon Bull,2015,https://boxd.it/1cZtzx,3.5,Yes,""off, tv"",2020-06-19",,,,,
148,2020-06-21,The Story of Fausta,1988.0,https://boxd.it/1d2Dhz,1.0,2020-06-20
149,2020-06-23,Maria,2018.0,https://boxd.it/1dgoLn,4.0,2020-06-22
150,2020-06-23,Malaria,2013.0,https://boxd.it/1dgoP5,4.0,2020-06-22
151,2020-06-23,Kbela,2015.0,https://boxd.it/1dhoe1,5.0,2020-06-22
152,2020-06-24,The Hitchhiker's Guide to the Galaxy,2005.0,https://boxd.it/1dm6QL,2.5,2020-06-23
153,2020-06-25,Island,2018.0,https://boxd.it/1duRT9,4.5,2020-06-24
154,2020-06-25,To the End,2020.0,https://boxd.it/1duS0J,3.5,2020-06-24
155,2020-06-28,Meu Preço,2018.0,https://boxd.it/1dMrfD,2.5,2020-06-27
156,2020-06-29,Guaxuma,2018.0,https://boxd.it/1dR3PH,5.0,2020-06-28
157,2020-06-29,ELEGGUA,2018.0,https://boxd.it/1dTGWB,3.0,2020-06-28
158,2020-06-29,Esta Não é a Sua Vida,1991.0,https://boxd.it/1dTK15,4.0,2020-06-28
159,2020-06-29,The Day Dorival Faced the Guards,1986.0,https://boxd.it/1dTKYh,5.0,2020-06-28
160,2020-06-29,Madame Satã,2002.0,https://boxd.it/1dTLKF,3.5,2020-06-28
161,2020-06-30,Foreign Land,1995.0,https://boxd.it/1dY8S1,5.0,2020-06-29
162,2020-07-01,A Starry Sky,1996.0,https://boxd.it/1e5gsT,1.5,2020-06-30
163,2020-07-01,Ossos,2014.0,https://boxd.it/1e5orf,0.5,2020-06-30
164,2020-07-01,We Are All Here,2016.0,https://boxd.it/1e5w8Z,5.0,2020-06-30
165,2020-07-01,Megalopolis,1973.0,https://boxd.it/1e5wEB,4.0,2020-06-30
166,2020-07-01,Fantasma da Saudade no Vale da Morte,2016.0,https://boxd.it/1e5xvb,1.0,2020-06-30
167,2020-07-01,Eye for an Eye,1966.0,https://boxd.it/1e5xGN,2.5,2020-06-30
168,2020-07-04,O Sanduíche,2000.0,https://boxd.it/1emLUN,4.0,2020-07-03
169,2020-07-04,Guida,2015.0,https://boxd.it/1en0GV,5.0,2020-07-03
170,2020-07-05,Rota de Fuga,2017.0,https://boxd.it/1esesj,2.5,2020-07-04
171,2020-07-05,Smoke Gets in Your Eyes,2009.0,https://boxd.it/1etsBL,1.0,2020-07-04
172,2020-07-05,Invisible Life,2019.0,https://boxd.it/1eu3vZ,4.5,2020-07-04
173,2020-07-06,Tropicália,2012.0,https://boxd.it/1eyBzz,4.0,2020-07-05
174,2020-07-07,The Amulet of Ogum,1974.0,https://boxd.it/1eHrUF,3.0,2020-07-06
175,2020-07-08,Pariah,2011.0,https://boxd.it/1eOktV,4.0,2020-07-07
176,2020-07-10,Sailor,2014.0,https://boxd.it/1f0sIX,0.5,2020-07-09
177,2020-07-10,Renovation,2018.0,https://boxd.it/1f0sWv,2.0,2020-07-09
178,2020-07-10,Janaína Colorida Feito o Céu,2014.0,https://boxd.it/1f0t7D,3.0,2020-07-09
179,2020-07-10,Louça de Deus,2016.0,https://boxd.it/1f0vDh,2.0,2020-07-09
180,2020-07-11,1996,2019.0,https://boxd.it/1f7DdZ,2.0,2020-07-10
181,2020-07-11,Êles,2019.0,https://boxd.it/1f7DvJ,3.0,2020-07-10
182,2020-07-11,Purple Dictatorship,2020.0,https://boxd.it/1f7F33,2.0,2020-07-10
183,2020-07-11,Em Reforma,2019.0,https://boxd.it/1f7Fol,3.0,2020-07-10
184,2020-07-13,Depois da Meia Noite,2020.0,https://boxd.it/1fnX7T,1.5,2020-07-12
185,2020-07-14,A Hora Morta,2020.0,https://boxd.it/1fuSW7,1.0,2020-07-12
186,2020-07-17,They Will Have to Kill Us First,2015.0,https://boxd.it/1fKfCp,3.0,2020-07-16
187,2020-07-18,Saindo de Casa,2017.0,https://boxd.it/1fPULH,1.0,2020-07-17
188,2020-07-18,Ícaro,2017.0,https://boxd.it/1fQ3VB,0.5,2020-07-17
189,2020-07-18,New York New York,2020.0,https://boxd.it/1fRMS5,2.0,2020-07-17
190,2020-07-18,Nefta Football Club,2018.0,https://boxd.it/1fRV3b,4.5,2020-07-17
191,2020-07-19,Em Nome de Deus,2020.0,https://boxd.it/1fWs11,3.0,2020-07-18
192,2020-07-19,Campo dos Afonsos,2020.0,https://boxd.it/1fZovH,0.5,2020-07-18
193,2020-07-19,WHAT DID JACK DO?,2017.0,https://boxd.it/1fZtw1,1.0,2020-07-18
194,2020-07-19,Mercy,2019.0,https://boxd.it/1g09zL,2.5,2020-07-18
195,2020-07-29,Sobrevida,2020.0,https://boxd.it/1h26hR,0.5,2020-07-28
196,2020-07-29,Elementos Naturais,2020.0,https://boxd.it/1h2c79,1.0,2020-07-28
197,2020-07-29,Só Jesus salva,2019.0,https://boxd.it/1h2dQf,1.0,2020-07-28
198,2020-07-29,Paciente,2020.0,https://boxd.it/1h2nxH,1.0,2020-07-28
199,2020-07-29,Comentários a respeito de Belchior,2020.0,https://boxd.it/1h2sSP,1.5,2020-07-28
200,2020-07-29,eu acho que o cinema devia ser de graça para o povo,2019.0,https://boxd.it/1h2zen,1.5,2020-07-28
201,2020-07-29,White Hole,1979.0,https://boxd.it/1h3oXD,,2020-07-28
202,2020-07-29,Everything Visible Is Empty,1975.0,https://boxd.it/1h3p7t,,2020-07-28
203,2020-07-29,Phantom,1975.0,https://boxd.it/1h3pJd,,2020-07-28
204,2020-07-29,Shift,1982.0,https://boxd.it/1h3pQD,,2020-07-28
205,2020-07-31,Metastasis,1971.0,https://boxd.it/1hcsvr,,2020-07-29
206,2020-07-31,Engram,1987.0,https://boxd.it/1hcujH,,2020-07-29
207,2020-07-31,Connection,1981.0,https://boxd.it/1hcwpn,,2020-07-29
208,2020-07-31,Sway,1985.0,https://boxd.it/1hcwRr,,2020-07-29
209,2020-07-31,For My Crushed Right Eye,1969.0,https://boxd.it/1hcAnv,,2020-07-29
210,2020-07-31,Relation,1982.0,https://boxd.it/1hcBgl,,2020-07-29
211,2020-07-31,Ecstasis,1969.0,https://boxd.it/1hcBrj,,2020-07-29
212,2020-07-31,Araby,2017.0,https://boxd.it/1hdCcL,4.0,2020-07-30
213,2020-08-02,Azougue Nazareth,2018.0,https://boxd.it/1hppt9,3.5,2020-08-01
214,2020-08-04,Gloria and Grace,2017.0,https://boxd.it/1hDiNp,1.5,2020-08-03
215,"2020-08-04,""Paris, Texas"",1984,https://boxd.it/1hEd6x,5,,off,2020-08-03",,,,,
216,2020-08-05,Roberto Carlos em Ritmo de Aventura,1968.0,https://boxd.it/1hHyQH,2.0,2020-08-04
217,2020-08-05,Joker,2019.0,https://boxd.it/1hJxiX,2.5,2020-08-04
218,2020-08-07,Adoniran - Meu Nome é João Rubinato,2018.0,https://boxd.it/1hVG29,4.0,2020-08-05
219,2020-08-16,Divine Love,2019.0,https://boxd.it/1iTr1Z,1.0,2020-08-15
220,2020-08-18,Four Days in September,1997.0,https://boxd.it/1j4uJ3,4.0,2020-08-17
221,2020-08-18,The Middle of the World,2003.0,https://boxd.it/1j57rd,2.0,2020-08-17
222,2020-08-20,My Name Is Baghdad,2020.0,https://boxd.it/1jiSvH,4.0,2020-08-19
223,2020-08-26,המכנסיים של פושקין,2019.0,https://boxd.it/1jSu9f,2.5,2020-08-20
224,2020-08-26,Whales Don't Swim,2020.0,https://boxd.it/1jSC1t,3.0,2020-08-20
225,2020-08-26,Barbie & Bob,2020.0,https://boxd.it/1jSIaL,1.5,2020-08-20
226,2020-08-26,Buck,2019.0,https://boxd.it/1jSVaf,2.0,2020-08-20
227,2020-08-26,Champ de Mars,2019.0,https://boxd.it/1jTGyX,3.5,2020-08-20
228,2020-08-26,Different,2019.0,https://boxd.it/1jUsFx,3.0,2020-08-20
229,2020-08-26,Lírio Vermelho,2020.0,https://boxd.it/1jVh9d,1.5,2020-08-20
230,2020-08-22,Greta,2019.0,https://boxd.it/1jun4J,2.0,2020-08-21
231,2020-08-26,Veronica,2020.0,https://boxd.it/1jVRVH,2.0,2020-08-21
232,2020-08-26,Difícil é Não Brincar,,https://boxd.it/1jVUnN,2.5,2020-08-21
233,2020-08-26,Opera Night Feather,2019.0,https://boxd.it/1jVVBB,1.0,2020-08-21
234,2020-08-26,Mi Abuelo Conoce a King Kong,2019.0,https://boxd.it/1jVVR5,0.5,2020-08-21
235,2020-08-23,Elegy of a Crime,2018.0,https://boxd.it/1jAHQb,3.5,2020-08-22
236,2020-08-23,Partido Alto,1976.0,https://boxd.it/1jAQ7T,5.0,2020-08-22
237,2020-08-26,Rehak,2020.0,https://boxd.it/1jVW8P,0.5,2020-08-22
238,2020-08-26,Trench,2019.0,https://boxd.it/1jVWxv,2.5,2020-08-22
239,2020-08-24,Close-Knit,2017.0,https://boxd.it/1jIJgP,3.5,2020-08-23
240,2020-08-26,El B(eso),2019.0,https://boxd.it/1jVq4V,2.0,2020-08-23
241,2020-08-26,El Club,2020.0,https://boxd.it/1jVuLf,2.0,2020-08-23
242,2020-08-25,The Silences,2018.0,https://boxd.it/1jOuDh,4.0,2020-08-24
243,2020-08-26,The Little Soul,2019.0,https://boxd.it/1jSwl3,3.0,2020-08-24
244,2020-08-26,Daniel,2019.0,https://boxd.it/1jTXVJ,4.0,2020-08-24
245,2020-08-26,Clear Valley Report,,https://boxd.it/1jU9EF,2.0,2020-08-24
246,2020-08-26,Weekend,2020.0,https://boxd.it/1jUDzv,2.5,2020-08-24
247,2020-08-26,Foil Man,2019.0,https://boxd.it/1jUU3h,0.5,2020-08-25
248,2020-08-26,La Mamita,2020.0,https://boxd.it/1jV8u7,2.5,2020-08-25
249,2020-08-26,Sonnez Après Minuit,2021.0,https://boxd.it/1jVaZB,4.0,2020-08-25
250,2020-08-26,Shunkan,2020.0,https://boxd.it/1jVxFJ,2.0,2020-08-25
251,2020-08-26,It Will Get Better,2020.0,https://boxd.it/1jVF2v,4.0,2020-08-25
252,2020-08-26,W,2019.0,https://boxd.it/1jVUc1,5.0,2020-08-25
253,2020-08-27,Virago,2019.0,https://boxd.it/1jZuOB,2.5,2020-08-26
254,2020-08-29,Garden City Beautiful,2019.0,https://boxd.it/1ke4Mp,4.5,2020-08-28
255,2020-08-29,Céu Na Terra,2020.0,https://boxd.it/1kehRn,1.0,2020-08-28
256,2020-08-31,Of the Observatory I Saw,2020.0,https://boxd.it/1ksVnF,1.0,2020-08-30
257,2020-08-31,Two War Images,2020.0,https://boxd.it/1kt3AR,0.5,2020-08-30
258,2020-08-31,Pelano!,2019.0,https://boxd.it/1ktAZv,4.0,2020-08-30
259,2020-09-04,Where I Grow Old,2016.0,https://boxd.it/1kPGIz,4.0,2020-09-03
260,2020-09-04,Lost in Translation,2003.0,https://boxd.it/1kSMhb,0.5,2020-09-03
261,2020-09-06,Gone Girl,2014.0,https://boxd.it/1l4Hqr,1.5,2020-09-05
262,2020-09-06,Basic Instinct,1992.0,https://boxd.it/1l6ZTl,0.5,2020-09-05
263,2020-09-09,I'm Thinking of Ending Things,2020.0,https://boxd.it/1lpxhL,0.5,2020-09-08
264,2020-09-10,The Truman Show,1998.0,https://boxd.it/1lx8UJ,3.0,2020-09-09
265,2020-09-11,She's Gotta Have It,1986.0,https://boxd.it/1lCnEV,3.0,2020-09-10
266,2020-09-11,Saturday Night Fever,1977.0,https://boxd.it/1lDTYZ,0.5,2020-09-10
267,2020-09-15,Ele Não,2019.0,https://boxd.it/1m3mcZ,2.0,2020-09-14
268,2020-09-15,The Godfather,1972.0,https://boxd.it/1m4eYj,2.5,2020-09-14
269,2020-09-20,Vou Nadar Até Você,2019.0,https://boxd.it/1myoaj,0.5,2020-09-19
270,2020-09-23,Um Lugar ao Sul,2018.0,https://boxd.it/1mR7qd,3.5,2020-09-21
271,2020-09-23,Terra,2019.0,https://boxd.it/1mR7MD,3.0,2020-09-21
272,2020-09-23,Demonia: A Melodrama in 3 Acts,2016.0,https://boxd.it/1mRb4Z,4.0,2020-09-22
273,2020-09-23,Fire Mouth,2017.0,https://boxd.it/1mRbqV,4.5,2020-09-22
274,2020-09-23,A Culpa é do Neymar,2015.0,https://boxd.it/1mRf8h,3.0,2020-09-22
275,2020-09-24,The Honest Candidate,2014.0,https://boxd.it/1mY8CD,0.5,2020-09-23
276,2020-09-24,The Strong Ones,2019.0,https://boxd.it/1mYfRP,2.5,2020-09-23
277,2020-09-24,The Daytime Doorman,2016.0,https://boxd.it/1mYEiv,0.5,2020-09-24
278,2020-09-26,Bao,2018.0,https://boxd.it/1n90Yj,4.0,2020-09-25
279,2020-09-26,Babel,2006.0,https://boxd.it/1n9MjN,3.5,2020-09-26
280,2020-09-28,Travessia,2017.0,https://boxd.it/1nokBf,3.0,2020-09-27
281,2020-09-29,La Maison en Petits Cubes,2008.0,https://boxd.it/1nr8xr,4.0,2020-09-27
282,2020-09-30,Party Over,2019.0,https://boxd.it/1nzCvL,4.5,2020-09-29
283,2020-09-30,Life in Gray,2017.0,https://boxd.it/1nzXO5,2.5,2020-09-29
284,2020-10-01,Califórnia,2015.0,https://boxd.it/1nEP3Z,1.0,2020-09-30
285,2020-10-04,Don't Call Me Son,2016.0,https://boxd.it/1nWvS5,1.5,2020-10-03
286,2020-10-05,The Movie of My Life,2017.0,https://boxd.it/1o4HbX,2.0,2020-10-04
287,2020-10-05,The Age of Innocence,1993.0,https://boxd.it/1o922l,4.5,2020-10-04
288,2020-10-06,The Social Dilemma,2020.0,https://boxd.it/1odKlf,1.0,2020-10-05
289,2020-10-08,Ângelo,2020.0,https://boxd.it/1ooMGr,4.0,2020-10-07
290,2020-10-08,Fifteen,2014.0,https://boxd.it/1ooWFD,3.0,2020-10-07
291,2020-10-17,Alice Júnior,2019.0,https://boxd.it/1pkVuZ,2.5,2020-10-16
292,2020-10-19,Yesterday There Were Strange Things in the Sky,2020.0,https://boxd.it/1pAZ4D,3.0,2020-10-18
