,Date,Name,Year,Letterboxd URI,Rating,Watched Date
293,2020-10-27,Paradise Lost,2018.0,https://boxd.it/1qwo6X,4.0,2020-10-26
294,2020-11-02,The Asphalt Kiss,2018.0,https://boxd.it/1rbEbL,4.0,2020-11-01
295,2020-11-02,Ford v Ferrari,2019.0,https://boxd.it/1rc1Hb,2.5,2020-11-01
296,2020-11-25,The Queen's Gambit,2020.0,https://boxd.it/1twBUt,3.5,2020-11-24
297,2020-11-25,If Anything Happens I Love You,2020.0,https://boxd.it/1tyPJj,1.0,2020-11-24
298,2020-12-02,Reflections of a Blender,2010.0,https://boxd.it/1umw8t,3.0,2020-12-01
299,2020-12-05,Father’s Chair,2012.0,https://boxd.it/1uGF7p,1.0,2020-12-04
300,2020-12-15,The Intruder,2019.0,https://boxd.it/1vMIvl,0.5,2020-12-11
301,2020-12-15,Extremely Loud & Incredibly Close,2011.0,https://boxd.it/1vMISz,0.5,2020-12-12
302,2020-12-15,In Therapy,2009.0,https://boxd.it/1vN1ur,1.0,2020-12-14
303,2020-12-15,Intervenção,2017.0,https://boxd.it/1vN5td,0.5,2020-12-14
304,2020-12-15,Bohemian Rhapsody,2018.0,https://boxd.it/1vQvuR,1.5,2020-12-14
305,2020-12-17,Emicida: AmarElo - It's All for Yesterday,2020.0,https://boxd.it/1w3xxf,4.0,2020-12-16
306,2020-12-23,Trust Me,2014.0,https://boxd.it/1wLi5X,1.0,2020-12-18
307,2020-12-23,On the Fringes of São Paulo: Homeless,2004.0,https://boxd.it/1wM7tV,3.0,2020-12-19
308,2021-01-04,Baby Driver,2017.0,https://boxd.it/1yU14p,3.0,2021-01-03
309,2021-01-04,The Devil All the Time,2020.0,https://boxd.it/1yWb9D,2.5,2021-01-03
310,2021-01-05,The Invisible Guest,2016.0,https://boxd.it/1z5Ccn,4.0,2021-01-04
311,2021-01-07,The Kitchen,1975.0,https://boxd.it/1znyfX,,2021-01-06
312,2021-01-07,Dolemite Is My Name,2019.0,https://boxd.it/1zoLVp,3.5,2021-01-06
313,2021-01-11,I Am Not Your Negro,2016.0,https://boxd.it/1zZbdv,4.5,2021-01-09
314,2021-01-12,Alike,2015.0,https://boxd.it/1A9TWT,3.0,2021-01-10
315,2021-01-12,About a Month,2013.0,https://boxd.it/1Aa0JR,2.5,2021-01-10
316,2021-01-12,Matinta,2010.0,https://boxd.it/1Aafdh,2.0,2021-01-11
317,2021-01-12,Colors & Boots,2010.0,https://boxd.it/1AakJR,2.0,2021-01-11
318,2021-01-12,Tudo Bem,2020.0,https://boxd.it/1AaxZj,2.0,2021-01-11
319,2021-01-13,Batom vermelho sangue,2020.0,https://boxd.it/1AioUb,2.5,2021-01-12
320,2021-01-19,Double Dad,2021.0,https://boxd.it/1BhXfT,1.5,2021-01-18
321,2021-01-25,Felipa e o Foguete,2017.0,https://boxd.it/1C5XhZ,3.0,2021-01-22
322,2021-01-26,Ainda Te Amo Demais,2020.0,https://boxd.it/1Cj6hl,3.0,2021-01-24
323,"2021-01-26,""Adelaide, Aqui Não Há Segunda Vez Para o Erro"",2020,https://boxd.it/1Cjgk5,2.5,,mostratiradentes,2021-01-24",,,,,
324,2021-01-27,5 Fitas,2020.0,https://boxd.it/1CmavH,4.0,2021-01-24
325,2021-01-27,23 Minutos,2020.0,https://boxd.it/1Cmh5V,3.5,2021-01-24
326,2021-01-27,A Destruição do Planeta Live,2021.0,https://boxd.it/1Cmyhf,2.0,2021-01-24
327,2021-01-27,À Beira do Planeta Mainha Soprou a Gente,2020.0,https://boxd.it/1CmGZT,4.0,2021-01-24
328,2021-01-27,Truth Comes Out of its Well to Shame Mankind,2021.0,https://boxd.it/1Cng2X,2.5,2021-01-24
329,2021-01-27,A Pontualidade dos Tubarões,2020.0,https://boxd.it/1CnmCH,2.0,2021-01-24
330,2021-01-27,Rodson ou (Onde o Sol Não Tem Dó),2020.0,https://boxd.it/1CpQgP,3.0,2021-01-25
331,2021-01-28,Babelon,2021.0,https://boxd.it/1CuVzd,1.5,2021-01-25
332,2021-01-28,Animais na Pista,2021.0,https://boxd.it/1Cvl83,3.5,2021-01-25
333,2021-01-28,Casa com Parede,2020.0,https://boxd.it/1CvyDt,2.5,2021-01-25
334,2021-01-28,Caminhos na Noite,2020.0,https://boxd.it/1CvGqx,0.5,2021-01-25
335,2021-01-29,Won't You Come Out To Play,2020.0,https://boxd.it/1CDGy3,1.0,2021-01-25
336,2021-01-29,The Fantastic Garden,2020.0,https://boxd.it/1CDP1x,1.5,2021-01-25
337,2021-01-29,O menino e o ovo,2020.0,https://boxd.it/1CFeib,2.0,2021-01-26
338,2021-01-29,The Mineral World,2020.0,https://boxd.it/1CFhVP,3.0,2021-01-26
339,2021-01-29,Dogs’ Street Opera,2020.0,https://boxd.it/1CFjyD,1.0,2021-01-26
340,2021-01-29,PIETÀ,2020.0,https://boxd.it/1CFmjr,3.0,2021-01-26
341,2021-01-29,Pega-se Facção,2020.0,https://boxd.it/1CFvqB,4.0,2021-01-26
342,2021-01-29,Pátria,2020.0,https://boxd.it/1CFytN,3.0,2021-01-26
343,2021-01-29,From Another Seasons,2021.0,https://boxd.it/1CFOvZ,3.0,2021-01-26
344,2021-01-29,4 Billions Infinites,2020.0,https://boxd.it/1CFUCd,4.0,2021-01-26
345,2021-01-29,Abjetas 288,2021.0,https://boxd.it/1CG8En,3.5,2021-01-27
346,2021-01-30,Novo Mundo,2020.0,https://boxd.it/1CLBcn,3.5,2021-01-27
347,2021-01-30,Preces Precipitadas de um Lugar Sagrado Que Não Existe Mais,2020.0,https://boxd.it/1CM2yv,1.0,2021-01-27
348,2021-01-30,First Carnival,2020.0,https://boxd.it/1CMekZ,1.5,2021-01-27
349,2021-01-30,Rádio Capital Alvorada,2020.0,https://boxd.it/1CMncb,1.5,2021-01-27
350,2021-01-30,Quarta: Dia de Jogo,2021.0,https://boxd.it/1CMqsL,3.0,2021-01-27
351,2021-01-30,Rebu - A Egolombra de uma Sapatão Quase Arrependida,2019.0,https://boxd.it/1CMLNb,4.0,2021-01-27
352,2021-01-30,SAPATÃO: uma racha/dura no sistema,2020.0,https://boxd.it/1CNjQN,2.0,2021-01-27
353,2021-01-31,Sunday Movie,2020.0,https://boxd.it/1CTCM3,1.5,2021-01-27
354,2021-01-31,Vida Dentro de um Melão,2020.0,https://boxd.it/1CUNRb,3.0,2021-01-28
355,2021-01-31,Foguete,2020.0,https://boxd.it/1CUXwR,3.0,2021-01-28
356,2021-01-31,Travelling Wind,2020.0,https://boxd.it/1CV2r3,3.0,2021-01-28
357,2021-01-31,Sketches,2021.0,https://boxd.it/1CViKF,1.5,2021-01-28
358,2021-01-31,Três Graças,2020.0,https://boxd.it/1CVu7F,2.0,2021-01-28
359,2021-01-31,Vander,2021.0,https://boxd.it/1CVyPh,2.5,2021-01-28
360,2021-01-31,Fireflies,2021.0,https://boxd.it/1CVMjT,0.5,2021-01-28
361,2021-01-31,videomemoria,2020.0,https://boxd.it/1CWaph,2.0,2021-01-28
362,2021-01-31,Napo,2020.0,https://boxd.it/1CWmel,2.0,2021-01-28
363,2021-01-31,De Dora por Sara,2020.0,https://boxd.it/1CWsUd,2.5,2021-01-29
364,2021-01-31,The Boat and the River,2020.0,https://boxd.it/1CWC21,3.0,2021-01-29
365,2021-01-31,Uma Noite Sem Lua,2020.0,https://boxd.it/1CWE2H,1.0,2021-01-29
366,2021-01-31,Vitória,2020.0,https://boxd.it/1CWJRb,2.5,2021-01-29
367,2021-01-31,Você tem Olhos Tristes,2020.0,https://boxd.it/1CWRb3,1.5,2021-01-29
368,2021-01-31,Out of Place,2020.0,https://boxd.it/1CWVG5,2.0,2021-01-29
369,2021-01-31,Levantado do Chão,2021.0,https://boxd.it/1CX2Mz,2.5,2021-01-29
370,2021-01-31,Noções de Casa,2020.0,https://boxd.it/1CX8DN,2.5,2021-01-29
371,2021-01-31,Have You Ever Tried to Look Into My Eyes?,2020.0,https://boxd.it/1CXbdD,3.0,2021-01-30
372,2021-01-31,Letícia Monte Bonito 04,2020.0,https://boxd.it/1CXlF3,3.0,2021-01-30
373,2021-01-31,Menarche,2020.0,https://boxd.it/1CXyJR,2.5,2021-01-30
374,2021-01-31,She Who Lives Upstairs,2020.0,https://boxd.it/1CXFNL,2.0,2021-01-30
375,2021-02-03,Lila,2014.0,https://boxd.it/1Dqvs7,2.0,2021-02-02
376,2021-02-11,Something Like That,2017.0,https://boxd.it/1Eudsv,1.5,2021-02-10
377,2021-02-11,Minha Vida em Marte,2018.0,https://boxd.it/1EuRHF,0.5,2021-02-10
378,2021-02-12,Daughters of the Wind,2005.0,https://boxd.it/1EzalV,3.0,2021-02-11
379,2021-02-14,Saucy Toinha,2020.0,https://boxd.it/1EW7fr,2.5,2021-02-13
380,2021-02-16,Malcolm & Marie,2021.0,https://boxd.it/1FeBxV,1.5,2021-02-15
381,2021-02-17,Elis,2016.0,https://boxd.it/1FldDf,2.0,2021-02-16
382,2021-02-18,Refavela 40,2019.0,https://boxd.it/1FtW9b,4.0,2021-02-17
383,2021-02-22,Behind Her Eyes,2021.0,https://boxd.it/1G9tDb,1.0,2021-02-20
384,2021-02-22,O Mar é Ali em Cima,2018.0,https://boxd.it/1G9uyL,3.0,2021-02-21
385,2021-02-22,Som Guia,2015.0,https://boxd.it/1G9v2r,4.0,2021-02-21
386,2021-02-27,Daughter,2019.0,https://boxd.it/1GMxpl,3.0,2021-02-26
387,2021-02-27,She Who Wears the Rain,2019.0,https://boxd.it/1GN26p,3.0,2021-02-26
388,2021-02-28,Capécia,2021.0,https://boxd.it/1GUkt1,1.0,2021-02-26
389,2021-02-28,Inspirações,2021.0,https://boxd.it/1GVpAt,3.0,2021-02-27
390,2021-02-28,M8 - When Death Rescues Life,2019.0,https://boxd.it/1GWJDf,1.0,2021-02-27
391,2021-03-02,A Man Amidst Bees,2015.0,https://boxd.it/1HcZBB,0.5,2021-02-28
392,2021-03-03,Sadla,2019.0,https://boxd.it/1HkeoB,2.5,2021-03-02
393,2021-03-03,Filhas de Lavadeiras,2019.0,https://boxd.it/1HkP8Z,3.0,2021-03-02
394,2021-03-03,Sing Along,2020.0,https://boxd.it/1HkQ1F,3.0,2021-03-02
395,2021-03-03,Sobre Nossas Cabeças,2020.0,https://boxd.it/1HkXNh,2.0,2021-03-02
396,2021-03-26,Night Mode,2021.0,https://boxd.it/1KqlhL,1.0,2021-03-02
397,2021-03-09,I Care a Lot,2020.0,https://boxd.it/1Ianbl,1.0,2021-03-08
398,2021-03-17,Thoroughbreds,2017.0,https://boxd.it/1Je3mF,1.5,2021-03-16
399,2021-03-20,Red Dragon,2002.0,https://boxd.it/1JC1kl,2.0,2021-03-19
400,2021-03-24,Gosto se Discute,2017.0,https://boxd.it/1K6Smp,0.5,2021-03-22
401,2021-03-25,Friendly Beast,2017.0,https://boxd.it/1KfEgP,1.0,2021-03-23
402,2021-03-26,Noturna,2014.0,https://boxd.it/1KqCHr,2.0,2021-03-25
403,2021-03-26,Vamos Ficar Sozinhas,2019.0,https://boxd.it/1KqDsn,3.0,2021-03-25
404,2021-04-01,Elena and Her Men,1956.0,https://boxd.it/1LgVTb,3.0,2021-03-31
405,2021-04-13,Deadly Illusions,2021.0,https://boxd.it/1MZOdL,0.5,2021-04-11
406,2021-04-16,Canvas,2020.0,https://boxd.it/1NrV6D,2.0,2021-04-14
407,2021-04-16,A Love Song for Latasha,2019.0,https://boxd.it/1Ns6F5,2.5,2021-04-14
408,2021-04-16,Two Distant Strangers,2020.0,https://boxd.it/1NsIcl,1.0,2021-04-14
409,2021-04-17,Three Summers,2019.0,https://boxd.it/1NByjz,1.5,2021-04-16
410,2021-04-23,Morde & Assopra,,https://boxd.it/1OsU4R,0.5,2021-04-22
411,2021-04-23,Bridges over the Abyss,2018.0,https://boxd.it/1Ot1Wr,4.0,2021-04-22
412,2021-04-23,Eu Travesti?,2014.0,https://boxd.it/1Ot5H1,1.0,2021-04-22
413,2021-04-23,Relatos Tecnopobres,2019.0,https://boxd.it/1Ot9Vh,0.5,2021-04-22
414,2021-04-23,Their Happiness,2019.0,https://boxd.it/1OtiQb,1.5,2021-04-22
415,2021-04-26,The Father,2020.0,https://boxd.it/1OS6GD,2.0,2021-04-23
416,2021-04-26,Tropical Curse,2016.0,https://boxd.it/1OS8WD,1.5,2021-04-24
417,2021-04-26,Film for Blind Poet,2012.0,https://boxd.it/1OXxfT,4.0,2021-04-24
418,2021-04-27,Futuro Beach,2014.0,https://boxd.it/1P7iEz,3.0,2021-04-26
419,2021-04-28,Itinerant State,2016.0,https://boxd.it/1Pddpr,2.0,2021-04-27
420,2021-04-28,Dona Sônia Pediu Uma Arma Para Seu Vizinho Alcides,2011.0,https://boxd.it/1PdGvj,2.5,2021-04-27
421,2021-04-29,Ma Rainey's Black Bottom,2020.0,https://boxd.it/1Pij2N,1.0,2021-04-27
422,2021-05-05,Pacarrete,2019.0,https://boxd.it/1Qck7V,3.0,2021-05-04
423,2021-05-09,Billi Pig,2012.0,https://boxd.it/1QDySl,0.5,2021-05-07
424,2021-05-14,SHOUT!,2018.0,https://boxd.it/1RjTgh,0.5,2021-05-12
425,2021-05-14,Now!,1965.0,https://boxd.it/1Rkach,3.0,2021-05-12
426,2021-05-14,Hail Sarajevo,1993.0,https://boxd.it/1RkiVT,4.0,2021-05-12
427,2021-05-15,Dark Habits,1983.0,https://boxd.it/1RukwB,2.5,2021-05-14
428,2021-05-16,Minami em Close-up - A Boca em Revista,2008.0,https://boxd.it/1REOkl,4.0,2021-05-15
429,2021-05-16,Obatala Film,2019.0,https://boxd.it/1RESZR,5.0,2021-05-15
430,2021-05-16,Faço de Mim O Que Quero,2009.0,https://boxd.it/1REZOr,0.5,2021-05-15
431,2021-05-17,Ruin,2016.0,https://boxd.it/1ROJGL,3.0,2021-05-16
432,2021-05-17,Everybody has its own way,2014.0,https://boxd.it/1ROWkX,3.0,2021-05-16
433,2021-05-17,Um Sol Alaranjado,2001.0,https://boxd.it/1RP63x,3.0,2021-05-16
434,2021-05-18,Ski Lessons,2013.0,https://boxd.it/1RVkC9,0.5,2021-05-17
435,2021-05-18,Story of a Feather,2015.0,https://boxd.it/1RVJbx,2.5,2021-05-17
436,2021-05-18,Vando aka Vedita,2017.0,https://boxd.it/1RVRqF,1.0,2021-05-17
437,2021-05-18,Ruído,2017.0,https://boxd.it/1RVXXv,2.0,2021-05-17
438,2021-05-19,Live Flesh,1997.0,https://boxd.it/1S2fIZ,1.5,2021-05-17
439,2021-05-19,The Sarcophagus,2010.0,https://boxd.it/1S5iCV,2.5,2021-05-18
440,2021-05-21,Women on the Verge of a Nervous Breakdown,1988.0,https://boxd.it/1SiMwz,2.0,2021-05-20
441,2021-05-21,The Flower of My Secret,1995.0,https://boxd.it/1SiNvH,3.0,2021-05-20
442,2021-05-22,The Cordial Man's End,2004.0,https://boxd.it/1Sq1ZZ,0.5,2021-05-21
443,2021-05-22,Backyard,2015.0,https://boxd.it/1SqtJF,1.0,2021-05-21
444,2021-05-22,O Lençol Branco,2004.0,https://boxd.it/1SqBpN,3.0,2021-05-21
445,2021-05-22,Handball,2010.0,https://boxd.it/1SqXXd,3.5,2021-05-21
446,2021-05-22,The Living Dead,2012.0,https://boxd.it/1Sr7YP,2.0,2021-05-22
447,2021-05-24,Marighella,2019.0,https://boxd.it/1SKvrX,3.0,2021-05-23
448,2021-05-31,The Wood,2020.0,https://boxd.it/1TDIZ9,2.5,2021-05-26
449,2021-05-31,Na minha frente,2020.0,https://boxd.it/1TDJRZ,,2021-05-26
450,2021-05-31,Sunflower,2021.0,https://boxd.it/1TDPaR,0.5,2021-05-26
451,2021-05-31,Aperto,2019.0,https://boxd.it/1TEsYh,2.0,2021-05-26
452,2021-05-31,ADUPÉ OBALUAÊ,2020.0,https://boxd.it/1TEy5n,,2021-05-26
453,2021-05-31,Stone,2020.0,https://boxd.it/1TECDj,1.0,2021-05-27
454,2021-05-31,Windows from Here,2021.0,https://boxd.it/1TEFNr,3.0,2021-05-27
455,2021-05-31,Tônica da Cidade,2019.0,https://boxd.it/1TERt9,1.5,2021-05-27
456,2021-05-31,The Other,2020.0,https://boxd.it/1TFkFN,3.5,2021-05-27
457,2021-05-31,Soyka,2020.0,https://boxd.it/1TFtHD,1.0,2021-05-27
458,2021-05-31,Iracema Plaza Hotel,2020.0,https://boxd.it/1TFw03,3.0,2021-05-27
459,2021-06-02,Anna,2019.0,https://boxd.it/1TVJOd,3.0,2021-05-28
460,2021-06-02,16,2020.0,https://boxd.it/1TVRb9,2.5,2021-05-28
461,2021-06-02,Spring Forever,2021.0,https://boxd.it/1TVTcj,3.0,2021-05-28
462,2021-06-02,Menina Veneno,2021.0,https://boxd.it/1TVZxd,1.0,2021-05-28
463,2021-06-02,Cliché,2020.0,https://boxd.it/1TW417,2.0,2021-05-29
464,2021-06-02,El barbero,2021.0,https://boxd.it/1TWdY3,1.0,2021-05-29
465,2021-06-04,The Given Word,1962.0,https://boxd.it/1UbqLL,4.0,2021-06-03
466,2021-06-11,Fried Green Tomatoes,1991.0,https://boxd.it/1V6SY3,2.0,2021-06-10
467,2021-06-21,Halston,2021.0,https://boxd.it/1WjyYx,2.5,2021-06-19
468,2021-06-23,O Último Virgem,2016.0,https://boxd.it/1WzWhT,0.5,2021-06-21
469,2021-06-23,Teen's Confessions,2013.0,https://boxd.it/1WCiBZ,0.5,2021-06-21
470,2021-06-24,Carnaval,2021.0,https://boxd.it/1WKLrb,0.5,2021-06-23
471,2021-06-26,Just Like Our Parents,2017.0,https://boxd.it/1WXkV5,2.0,2021-06-25
472,2021-06-30,Mr & Mme Adelman,2017.0,https://boxd.it/1XvDnf,1.0,2021-06-28
473,2021-07-08,The Serpent,2021.0,https://boxd.it/1YEEaj,3.0,2021-07-05
474,2021-07-14,The Mighty Spirit,1999.0,https://boxd.it/1ZAcY7,4.0,2021-07-12
475,2021-07-14,Playing,2007.0,https://boxd.it/1ZAdrD,5.0,2021-07-13
476,2021-07-17,Elize Matsunaga: Once Upon a Crime,2021.0,https://boxd.it/1ZVlun,3.0,2021-07-15
477,2021-07-23,Stepmom,1998.0,https://boxd.it/20SYw1,2.5,2021-07-22
478,2021-07-25,Erin Brockovich,2000.0,https://boxd.it/21dq7N,2.5,2021-07-23
479,2021-07-27,Podecrer!,2007.0,https://boxd.it/21v1Lz,0.5,2021-07-24
480,2021-07-27,Todas as Melodias,2020.0,https://boxd.it/21v2I7,1.0,2021-07-25
481,2021-07-27,Jonah,2016.0,https://boxd.it/21yd9t,0.5,2021-07-26
482,2021-07-29,Trumbo,2015.0,https://boxd.it/21OonN,2.5,2021-07-28
483,2021-07-30,Partida,2019.0,https://boxd.it/21WOsP,3.0,2021-07-29
484,2021-08-01,Copacabana,2001.0,https://boxd.it/22fuYT,0.5,2021-07-31
485,2021-08-04,A Day with Jerusa,2020.0,https://boxd.it/22Ek5T,2.5,2021-08-02
486,2021-08-05,Three Identical Strangers,2018.0,https://boxd.it/22LcRz,1.0,2021-08-03
487,2021-08-07,How to Hack Your Boss,2021.0,https://boxd.it/237Tvv,0.5,2021-08-06
488,2021-08-11,Intervalo Clandestino,2006.0,https://boxd.it/23J1vn,0.5,2021-08-09
489,2021-08-13,Sergio,2020.0,https://boxd.it/23ZOvX,2.0,2021-08-10
490,2021-08-28,Ney - À Flor da Pele,2020.0,https://boxd.it/268jRf,2.5,2021-08-24
491,2021-08-28,A Treat of Coutinho,2019.0,https://boxd.it/268mfj,3.0,2021-08-27
492,2021-08-28,Saucy Toinha,2020.0,https://boxd.it/269jNT,4.0,2021-08-27
493,2021-09-27,Palavra (En)Cantada,2009.0,https://boxd.it/2afkQn,3.5,2021-09-25
494,2021-09-30,My Salinger Year,2020.0,https://boxd.it/2aAGGL,2.0,2021-09-27
495,2021-09-30,As Incríveis Artimanhas da Nuvem Cigana,2016.0,https://boxd.it/2aAGX3,3.5,2021-09-28
496,2021-10-01,Confessions of an Invisible Girl,2021.0,https://boxd.it/2aLS4B,0.5,2021-09-29
497,2021-10-12,Maid,2021.0,https://boxd.it/2crf59,4.0,2021-10-07
498,2021-11-01,Surviving R. Kelly,2019.0,https://boxd.it/2fEonT,3.0,2021-10-31
499,2022-01-23,Cruella,2021.0,https://boxd.it/2vzRu9,0.5,2022-01-08
500,2022-10-22,The 7 Lives of Lea,2022.0,https://boxd.it/3lDEyj,4.0,2022-10-02
501,2022-10-22,Do Revenge,2022.0,https://boxd.it/3lDIUD,2.0,2022-10-10
502,2022-10-22,Emma.,2020.0,https://boxd.it/3lDB1L,2.5,2022-10-18
503,2023-03-08,The Trial,2018.0,https://boxd.it/3X9YaN,1.0,2023-03-07
504,2023-03-08,Your Place or Mine,2023.0,https://boxd.it/3Xa3Zr,0.5,2023-03-07
505,2023-03-09,Little Women,2019.0,https://boxd.it/3XpXeL,3.5,2023-03-08
506,2023-03-23,Marie Antoinette,2006.0,https://boxd.it/41hrpd,3.0,2023-03-21
507,2023-03-23,Persuasion,2022.0,https://boxd.it/41hs83,0.5,2023-03-22
508,2023-04-01,An Education,2009.0,https://boxd.it/43C1DD,3.0,2023-03-31
509,2023-04-03,Sense and Sensibility,1995.0,https://boxd.it/447ASZ,2.5,2023-04-02
510,2023-04-05,The Glass Castle,2017.0,https://boxd.it/44IC9h,2.0,2023-04-04
511,2023-04-10,Brasil Impossível,2018.0,https://boxd.it/469DyZ,5.0,2023-04-09
512,2023-04-10,I Travel Because I Have to I Come Back Because I Love You,2009.0,https://boxd.it/469GPz,5.0,2023-04-09
513,2023-04-21,BEEF,2023.0,https://boxd.it/490psH,4.0,2023-04-14
514,2023-04-21,Taxi Driver,1976.0,https://boxd.it/490pDv,3.0,2023-04-16
515,2023-04-21,Transatlantic,2023.0,https://boxd.it/490qzf,2.5,2023-04-20
516,2023-04-25,Monday,2020.0,https://boxd.it/4aa8yd,0.5,2023-04-23
517,2023-05-15,Never Look Away,2018.0,https://boxd.it/4ft5BB,2.5,2023-05-11
518,2023-05-15,The Deep End of the Ocean,1999.0,https://boxd.it/4ft7i7,2.0,2023-05-13
519,2023-05-15,Drive,2011.0,https://boxd.it/4ft9ZR,3.0,2023-05-14
520,2023-05-16,Blue Valentine,2010.0,https://boxd.it/4fDFxF,1.5,2023-05-15
521,2023-05-31,Enola Holmes,2020.0,https://boxd.it/4jlWrJ,1.0,2023-05-21
522,2023-05-31,Enola Holmes 2,2022.0,https://boxd.it/4jlXkT,1.0,2023-05-21
523,2023-05-31,Parallel Mothers,2021.0,https://boxd.it/4jlZfr,3.0,2023-05-28
524,2023-06-03,Inside Man,2022.0,https://boxd.it/4k4OAX,2.0,2023-06-02
525,2023-06-10,Chile '76,2022.0,https://boxd.it/4m6cY5,2.5,2023-06-08
526,2023-06-16,The Twelve,2019.0,https://boxd.it/4nJHEn,3.5,2023-06-15
527,2023-06-19,Kika,1993.0,https://boxd.it/4oA5ZD,,2023-06-18
528,2023-06-24,Dunas do Barato,2017.0,https://boxd.it/4pWD2t,3.5,2023-06-23
529,2023-06-27,7 Women and a Murder,2021.0,https://boxd.it/4qKuZ7,0.5,2023-06-25
530,2023-06-29,Love & Other Drugs,2010.0,https://boxd.it/4rqIIN,0.5,2023-06-28
531,2023-07-02,Talk to Her,2002.0,https://boxd.it/4sfFpP,3.5,2023-06-30
532,2023-07-04,Volver,2006.0,https://boxd.it/4sPot3,4.0,2023-07-02
533,2023-07-04,Bad Education,2004.0,https://boxd.it/4sY1fF,4.5,2023-07-03
534,2023-07-11,What Have I Done to Deserve This?,1984.0,https://boxd.it/4v3RIH,2.5,2023-07-09
535,2023-07-12,The Squid and the Whale,2005.0,https://boxd.it/4vmYXx,2.0,2023-07-11
536,2023-08-20,Oppenheimer,2023.0,https://boxd.it/4IUTHz,3.5,2023-07-31
537,2023-08-22,Everything Everywhere All at Once,2022.0,https://boxd.it/4JyVrX,4.0,2023-08-20
538,2023-10-17,Sing,2016.0,https://boxd.it/50E1iF,,2023-09-09
539,2023-10-17,Sing 2,2021.0,https://boxd.it/50E1Z5,,2023-09-10
540,2023-10-17,Little Fires Everywhere,2020.0,https://boxd.it/50E2YR,3.5,2023-09-17
541,2023-10-17,The Lost Flowers of Alice Hart,2023.0,https://boxd.it/50E3iR,4.0,2023-09-28
